Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Russian Federation,RUS,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128760600,62173900,36124000,28933100,26524800,22117100,20419000,15223700,18600400,17687894,20301199,20892156,22723072,25948923,26522315,28836949,33187839,37940321,34402844,43855539,50555805,58727125,64072322,72189961,76846126,77458318,89373638,99327311,108857906,62447448,96851769
Rwanda,RWA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,9700,25900,4400,4600,4800,4300,8900,11900,10100,8400,10100,9100,9100,9100,,,,,,,,,,,,,,,,188221,268376.55,593198.45,610992,626928,544541,644559,1031957.04,1502478,1561562.214,661287.648,715763.609
South Asia,SAS,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,2979600,2887900,3633800,4240100,3839400,4674400,5373300,6066800,7033800,7717800,7858700,8969400,10020100,10806000,11984300,13019700,13750200,14533700,15566500,15177500,13494500,13282200,13891100,12169700,14530900,17582700,16814200,19566400,19922900,19516700,21379284,20763520,21361233,23453249,28563261,32943015,45773342,57021399,54717867,58892398,70300953.89,80811963.82,79933576.69,84015308.4,92371330.46,109824144,130946386,154000765.6,181588446.6,182499352.7,75515185.69,91438001.43
Saudi Arabia,SAU,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,558000,513600,762000,968300,1282500,1835700,3268000,4705100,6268100,7689200,9241200,9146900,10151800,10670300,11365800,10795100,9929400,10258400,9879600,9988000,10311500,9409100,11154800,11864300,12142300,11524200,11706300,11738200,11816200,12328500,12566492,12835735,13564300,13821729,14942633,15933045,16830838,17141188,16708204,17508200,20323592,23135735,26537661,28252104,32269452,33431736,35092840,37503000,39767648,46181487,20968865.89,29403732
Sudan,SDN,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,124700,139500,133400,221500,244700,250000,328300,378500,176000,424000,519000,465300,477600,473000,485000,428000,347400,417200,533700,363200,454100,363200,480000,407900,432400,496900,490800,333100,498700,390300,414179,414983,409178,420498,473127,510977,563026,598151,617785,606558,580325,947031.4561,777346.3319,541644,501864,496177,292843,557792.04,561520,530001,386838,1386967
Senegal,SEN,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,85100,89400,88900,94600,102500,110000,120400,128400,137200,142300,113100,116100,118300,124500,126300,132100,144100,135800,135400,139700,148300,138400,138300,140200,141200,149700,155100,165500,121400,103400,97525,176413,231333,129974,416372,449682,500677,538845,567101,572609,0,391401.4,543987.6,219996,131964,115355,9874,21038,278438.2886,457722,271331,359705.738
Singapore,SGP,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,748900,875100,976100,1248900,1508500,1814700,2132100,2497300,2893200,3377500,3826900,4405400,4591500,4531600,4791800,4912300,4990300,5248400,6046900,6659900,7046400,7745500,8477300,9271200,9929400,10779300,11840700,12980700,13331100,15282600,16704341,16373648,17256872,14172367,16995621,17744017,19565884,20671341,21050204,18427473,24859825.16,26509929.14,29138458.27,31729241,33643518.42,33585397,35370328,38094990,40401515,43050722,7884373,2311712
Solomon Islands,SLB,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,42400,46200,51100,54600,63700,66000,64900,67500,68500,69300,69400,69400,69400,74600,78500,89500,94300,94300,94000,97700,75262,81376,84537,68104,84676,91450,101190,102090,100558,94027,142660,140183.2639,138160.1153,302412,330456,373739,373467,427806,427806,229670.648,138660.862,100593.419
Sierra Leone,SLE,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,23000,26000,27300,28500,28500,30000,30200,34000,26400,56000,58000,59000,28900,43600,29600,30000,,16500,17500,14500,14500,15200,0,0,,19009,13877,13877,13599,15503,16743,18752,20252,21420,21784,0,48789,50193,,,,,,,,,
El Salvador,SLV,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,138200,146000,140000,147000,155000,160000,170000,210600,225300,257800,264600,241800,254800,265500,360200,395000,467600,444100,448500,617800,524900,577400,682900,1242500,1617100,1698000,1800000,1700600,1694000,1624100,1960363,1692334,1804307,2182463,2391159,2540564,2579145,2536820,2279763,1996982,1816391.104,2151274,2523296,2509003,2816524,2597649,2603129,2670560,2545105,2609917,805271.999,1412026
San Marino,SMR,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,25700,29800,31400,33000,35000,35000,38000,34000,36000,36500,90000,115800,99300,117200,130000,99800,122000,128400,104700,89200,87600,46100,,,,,,,,,,,,,,,,,,,163812.7458,177005.4,178709.7,258336,251652,,4486,4486,33728.96866,34065.55685,,
Serbia,SRB,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994880,1185479,1011231,1076473,918540,1041747,1118404,1135322,926618,985072,1149102,1240709,1241352,2187144,2427047,2486009,2442731,2262703,2469081,795228,1276465
Sub-Saharan Africa (excluding high income),SSA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,4353700,4750300,5071700,5952100,6543100,7076300,8280400,8522900,9541700,11081900,12761600,13868100,13878600,13974900,14274400,14523400,13368400,13505300,14042200,13883300,13945700,13330600,12516600,12881700,13928800,14304700,14918100,15320800,15083800,15913400,16574427,15726021,14913644,16353104,18302389,21453942,23510000,24367810,24795483,24270271,34431773.14,37813524.71,40171724.94,37774404.82,37699134.12,40278717,40873275,44060935.08,52995285.36,53191029.92,19405309.6,24279553.69
South Sudan,SSD,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,4585300,5013400,5360200,6261300,6811800,7320600,8580400,8761000,9739500,11291300,13019500,14210700,14279000,14397500,14786200,15179600,14090900,14322400,14862300,14713200,14808400,14208800,13512500,13923000,14942600,15368600,16034300,16477400,16242300,17122000,17912857,17173516,16535011,17883529,20167567,23620094,25775571,27232504,28096606,27748907,38191509.14,42648276.4,45408840.8,43790341.82,44380996.12,47850992,49683303,54260831.08,64951730.36,66236333.92,24494981.6,31483072.69
Small states,SST,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,5707300,6070500,6473900,6812200,7217100,7432700,7721900,7896400,8056000,8524000,9908800,10640200,10398600,10527200,11183800,12601900,13256526,13073614,,13587478,13321752,,,,,,16746120.35,17621616.56,17687358.02,17421157.6,19250965.95,,,23815954,26125093.88,22982275.58,6944153.031,5843535.584
Sao Tome and Principe,STP,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,9500,9000,22000,22000,22300,22300,22300,22300,22300,22300,22300,23000,24600,24500,33500,35054,35054,34496,35680,40076,43282,47585,50440,51921,50716,,,,,,,,,36660,41933,20703,28019
Suriname,SUR,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,50000,53000,120000,146400,144000,144000,107000,106000,117000,108000,89200,110400,135000,132500,132500,150000,123000,96000,148900,161800,194700,278800,277700,307500,232649,202899,191094,258311,289309,315410,306504,324821,329788,303117,214667,204096.676,240525.4415,255204,269148,259682,280090,284935,272347,236601,221654,20181
Slovak Republic,SVK,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18300,22500,41100,62600,80700,107300,110600,57095,43113,82821,190182,636276,711939,779759,2679227,2690428,3440816,74856,34859,45111,64008,29031.5983,11098,12928,7925,,,2669,8900
Slovenia,SVN,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188400,291200,339600,370700,393000,403800,459900,555500,627907,689635,720513,758392,764991,757651,860735,945420,1103685,953378,979803,972711,816630,857000,916981,1045409,1009559,1087075,1094762,869640.1,78565,21037
Sweden,SWE,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,2550000,2913800,3014000,3225900,3350300,3464700,3908900,3851800,4360900,5193400,5209400,5632000,6091100,6590800,7335200,7609600,8713900,9428800,10211900,10855000,11402500,9826800,9923500,9719000,10807700,9498000,9879000,11326900,11877700,12917600,13354314,13123426,12421220,11586025,11623925,,,,,,41153081,46260220,49192941,51925707,57789383,58636668,55672453,51825549,51473905,50957868.6,14105839.8,20067143.63
Eswatini,SWZ,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,14000,14000,14000,14000,15000,15500,30000,31000,28800,24400,29000,34300,39400,45000,45700,47000,50700,52900,59300,57200,58400,64800,49300,54300,40700,40500,83000,89791,,,,,,,,,,,,,,,,,,51633,52744,10647,13338
Sint Maarten (Dutch part),SXM,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,12000,12000,12000,12000,15000,15000,65100,65100,113000,185000,195000,223000,227500,179100,242400,242600,239500,289300,297400,314000,373200,384300,368600,347200,393835,419967,518183,413096,461885,498836,545265,574515,586106,564580,412714,393834,235994,344436,407280,497496,567914,633518,455201,414088,149489,137565
Syrian Arab Republic,SYR,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,139000,145300,235700,184700,284300,370700,448200,410600,494700,433200,465000,515500,466400,486600,464400,475800,458600,390600,341600,456200,613300,661200,551900,485000,472100,563100,598500,694200,685400,668400,750129,760923,926850,907850,1169646,1239825,1252102,1371450,1358473,1342518,1158366,1433766.695,907927.7418,475932,475932,17902,18117,17564,17896.92117,18456.64505,299469,672219
Turks and Caicos Islands,TCA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,55400,55000,50900,55100,59500,65500,72400,79400,90200,96300,106100,80100,82800,84500,87700,93500,104500,86600,86400,91100,93300,83400,83400,85200,86300,92100,93100,93000,98000,83900,77273,46364,,,,,,,,,48519.19966,74653.8,52041.6,28080,28332,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,10458800,11774800,12545500,13406100,15501800,17583700,19271100,22578600,23809200,23966000,27011600,29876100,34562200,39822200,47560600,43888600,52002100,57726400,68859100,76948800,88615600,104066600,110608300,107441300,106316600,105448300,117392048,131820683,144870039,145911102,202852010,220785964,244343650,277657591,287610282,326402729,430771969.4,482426892.5,525964519.9,579440333.8,640110151.3,708750644,790446548,881640190,964270665.1,1003417980,545604200.5,516083074
Europe & Central Asia (IDA & IBRD countries),TEC,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86420700,54682300,48310200,46923144.1,42728900,41166500,37014300,40019000,41986042,44543460,45328183,49555883,58378519,63293892,69212039,77911513,87710738,88865012,115461132,133766768.6,153418991.8,171433958.6,188867281.8,206959900,214729427,241813816,263345266.5,272506497.3,125376901.2,192532291.3
Togo,TGO,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,29900,31400,27700,30000,33800,37900,43600,48900,55700,60800,64600,67600,69800,71000,71700,77500,78400,70100,69700,74000,76300,66300,66300,68200,69200,74100,75100,85500,90500,83900,77273,46364,,,,,,,,,663013,832351.1564,745781.7481,840948,426344.0399,420875,475185,500686,566295,633629,320806,672184
Thailand,THA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,764200,713100,785600,1021000,1261000,1616500,1633800,1331500,1773800,2088900,2459000,2834600,3154900,3357000,3671300,4065900,4370000,5179600,6235900,7364500,8201400,7708600,8546800,10196900,11404700,12771400,14078300,14235800,15015400,15950500,17392091,17662418,18111892,16622502,20342582,18902629,20102408,21191723,19993134,19618735,28780723,31940491.98,36392469.35,43029150.6,46546612.48,56447637,62341676,70704889,76053042.75,76344410,28179302.67,12734583
Tajikistan,TJK,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782600,782600,822100,594000,594000,591700,155800,168006,,496905,442712,598456,479172,394440,501178,683248,764505,616999.4123,846967.3803,650130.5474,683060.1575,1064176.328,1034477,1037897,580374,492320,539094.616,260316,125163.504
Turkmenistan,TKM,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747800,747800,747800,523000,523000,521000,1050400,1283780,1407423,1407423,1411910,1612479,1653638,1843140,1850921,1823157,1706055,300970,160243.7654,147500,1800847.458,579715.68,897079,1318350,2136219,2457474,2081424.32,1084543.419,648370.136
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,16844000,17830100,20090400,22015500,25843700,29706400,33027800,36254400,40006700,46621500,50802300,50925000,52614200,51979200,52942400,54531200,58676800,60008400,59505900,64470900,62937900,62216000,63335900,66721700,72301500,71128400,75346000,83418400,88239900,90651300,93639750,99068745,95813090,92587521,99215943,105704481,108594923,118159408,131727500,138693494,175872865,195644076.8,214936094,232318775.1,246692569.6,262023503,264419476,273553611.4,290659005.9,302747680.6,119711410.7,186616854.6
Timor-Leste,TLS,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,4996400,5307900,5547100,6513700,8064400,10156200,12435100,14248200,15815100,15807700,16675900,17213000,18592200,20606100,21565200,21586300,21886400,23019900,24417200,25487200,26390100,24135100,25831400,24870400,25919700,26426300,28587500,32309900,30738600,31095600,31544038,40091314,30929333,37322138,35566121,36624267,39971463,41644664,41470684,43324788,61357712.77,62510145.68,60685403.42,63599011.23,64250755.09,61012644,67306499,75565653.79,75246086.92,77266751.25,31123156.25,39460765.32
Tonga,TON,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,7800,8000,30200,37300,33200,33900,34600,34600,35300,35300,53300,53300,56000,49000,48800,50300,51615,56777,58480,60819,75416,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,2979600,2887900,3633800,4240100,3839400,4674400,5373300,6066800,7033800,7717800,7858700,8969400,10020100,10806000,11984300,13019700,13750200,14533700,15566500,15177500,13494500,13282200,13891100,12169700,14530900,17582700,16814200,19566400,19922900,19516700,21379284,20763520,21361233,23453249,28563261,32943015,45773342,57021399,54717867,58892398,70300953.89,80811963.82,79933576.69,84015308.4,92371330.46,109824144,130946386,154000765.6,181588446.6,182499352.7,75515185.69,91438001.43
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,4585300,5013400,5360200,6261300,6811800,7320600,8580400,8761000,9739500,11291300,13019500,14210700,14279000,14397500,14786200,15179600,14090900,14322400,14862300,14713200,14808400,14208800,13512500,13923000,14942600,15368600,16034300,16477400,16242300,17122000,17912857,17173516,16535011,17883529,20167567,23620094,25775571,27232504,28096606,27748907,38191509.14,42648276.4,45408840.8,43790341.82,44380996.12,47850992,49683303,54260831.08,64951730.36,66236333.92,24494981.6,31483072.69
Trinidad and Tobago,TTO,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,361100,362400,319900,324700,335700,595000,683800,591100,428100,659200,877200,1301500,1380700,1344700,1398000,1299500,1342400,1312300,1296100,1310400,1285400,1345300,1354000,1389000,1642100,1727000,897200,807500,804400,1111700,1254425,1387639,1268879,1084186,1132392,1055106,1024304,1085650,1102669,1014016,1842253,2625055.713,2625055.713,2865852,2732100,2617843,2598521,2582961,2458183,2583595,677670,652148
Tunisia,TUN,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,244800,308900,375100,485600,629600,782000,809300,855500,963000,1088800,978200,1140900,1209100,1258100,1254900,1281600,1054800,1203300,1210300,1315400,1313000,1201200,1249900,1351000,1390800,1419400,1371200,1779300,1859000,1922600,1907876,1926118,1789327,1719524,1940037,1996699,2054641,2054679,2274580,2278964,2739634,3153388.977,3580910.219,4648608,4628511,3496190,3606247,3963968,4274199,4335325,1381745,1675777
Turkiye,TUR,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,1035700,1476000,1774500,2222800,1795100,1777800,2427300,2751700,2221500,2458400,1253700,2071300,2094600,2233600,2575400,2508000,2721900,3260900,3497300,3792300,4337100,3160000,4958600,6076800,6871600,7749000,8463900,9379900,9949300,10097300,12187891,10603908,10686877,10745444,14275835,16943828,19361415,22895275,25505092,31339441,45665249,53500303,63350312,74413804.62,84574844,96604665,100366461,107917326,115595495.8,111131475,44722690.06,69065868
Tuvalu,TUV,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,171400,188000,196900,256800,282900,271700,310300,85700,192200,292300,387600,324800,401700,407100,498500,450900,441100,456100,410300,266800,292100,289700,216400,188500,199200,236400,224000,217800,220200,190000,193069,174559,134470,149540,243087,257223,189844,250849,202704,683541,750421,914932.0376,1030203.575,1173942.818,1124913.454,1312807,1179664,1221678,1698386,1498093,823670,1146973
Uganda,UGA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,171500,188000,165500,52400,62700,57600,73800,,,,82600,62600,62200,75100,49500,35300,50000,46000,61000,116000,116000,26300,31600,77700,62500,94600,100200,100200,99800,179400,39379,40560,40560,39749,45711,49368,55292,59715,63160,64234,154909,141603,182144.4,198804,163824,41812,52187,14958,21212,19822.5,4946,16490
Ukraine,UKR,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4906200,1278000,604900,1005300,1151200,1189600,1066400,910100,950697,986022,1119889,1652632,2200094,2512910,2801992,1736018,3456288,3427818,3956053,5477654.918,5828107.612,5218814.574,4503610,4620530,5756509,6794396,7854842,7604522.332,1801014,3282709
Upper middle income,UMC,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,36659500,42164400,47501800,51859600,57198400,64491600,69096900,72024800,74505600,76772500,82524700,85886200,93972400,100668300,106494700,107542000,118254200,120166400,143440800,147866500,166141200,182640800,196039100,201464900,204792100,206433700,224239108,245198959,250625959,259919293,321710104,349377401,381514679,422872031,443914429,491984272,641093899.8,711729121.3,778626926.5,856359982.7,925571963.3,1015013145,1097628472,1216726116,1319414932,1357362972,685149771.5,768105896.2
Uruguay,URY,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,219300,221300,136000,137700,346200,333600,326900,292900,259700,456100,477600,412600,356500,310400,338100,328500,340800,351300,385600,313100,318300,318300,430000,502900,499300,476700,504000,544000,556700,593400,642027,558563,525049,463884,564149,586458,568864,602996,612644,563632,,,,,,,,,,,,
United States,USA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,163448992,174143104,191325408,202309200,207612400,204900400,223017296,240144992,273025504,313624000,295329088,281086400,290992608,315600096,340191488,372059104,414554496,441832704,454202912,453161504,464574016,452015904,466964992,469926112,514924000,533512096,571072000,590571392,588170880,634364608,665327414,622187846,598410415,588997110,678110608,720547738,725530965,744302310,701779551,679423408,720497000,730796000,736699000,743171000,762710000,798222000,824039000,849403000,889024000,926737000,369501000,666153000
Uzbekistan,UZB,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032500,2217300,2217300,2217300,1566200,1566200,1560200,1657600,1744510,2256380,1451004,1465798,1588049,1639276,1665190,1940378,2033933,1850056,2114050,2275947,2593509,2614085,2545935,2486673,2383631,2581865,3056558,3685192,933769,2010914
St. Vincent and the Grenadines,VCT,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,1253300,1301600,1511000,1765900,1981500,2355200,2708400,3500600,4042700,4771700,5133300,5147000,5667200,5000200,4570800,4966500,5790900,6454100,8383800,10098800,6846800,6795200,7149400,6813900,5266800,4445000,4487400,4020300,3736600,4690000,4295000,9452434,6369455,3889929,4943887,5043028,5225573,5495292,5766973,5121009,6428163,7728281.254,7738509.645,6866780.599,7888722.399,7086072,6025475,4209158,2217407,1516839,283524,265276
British Virgin Islands,VGB,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,1525600,1051300,854400,664700,552600,165000,,,,,6000,27000,27000,11500,74000,84000,88000,87000,87800,88200,89000,198000,204200,1200000,1670000,2290000,2107500,2527300,2303500,2600000,2877894,3427176,4038133,3969320,5049706,5453683,5283831,7194443,9991145,11073604,14377619,16544477.83,16976051.38,20429309.91,23826013.27,29944771,37349272,42592762,47049671,53227026,31771202,14754847
Vanuatu,VUT,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,16800,24600,16700,14400,15300,16600,18500,18500,18500,53000,59200,66700,70400,65600,72800,75000,88700,86000,101503,97471,104294,83151,103939,112254,116744,122581,120742,112169,247944,240396.4377,318747,327060,320232,272332,299315,341110,374603,466865.0531,136360,128164
World,WLD,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,310441392,331604904,,401571800,421145200,432276500,471773396,513269292,576090004,648400600,641872888,640619400,654482108,685101596,732410288,783198104,842594296,904838104,953896012,983208800,1024976616,1133228204,1145436692,1142265216,1233233404,1302891640,1390963704,1455104192,1466961780,1562256300,1674064712,1655230214,1627404873,1665309283,1888695284,1969590799,2072413898,2209136496,2208218737,2249728546,2669414339,2833214050,2943247913,3100200780,3285080769,3525115153,3760774350,4025616012,4293921426,4455690101,1771894087,2279974770
Samoa,WSM,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,74900,148800,155500,164142,173479,182292,198115,246875,266625,287596,294927,290503,270908,,,,,76944,98950,116167,81921,77811,74867,11957,7212
Kosovo,XKX,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,25900,54500,57000,61500,66500,70000,262800,275000,295000,295000,310000,310000,352100,465900,455800,426200,589700,575500,635500,667900,671100,540500,800400,847900,790600,375000,587500,706900,765000,731000,841609,841366,869296,844284,1022079,1083404,1162316,1073493,1064878,1050486,1536556,1492073.329,1299707.239,1664220,1665552,443685,242723,132571,336310,,52034.893,52034.893
South Africa,ZAF,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,1519000,1659500,1868100,2313800,2763600,2936400,2998800,3076800,3211200,3783700,4116000,4159800,4091200,3951800,4461400,4337300,3825000,4386900,5125900,5641500,5364900,4818600,4685000,5581500,5801600,6395500,7183100,7274200,6479500,7403800,8000757,7948374,8052660,9159815,9878598,11844657,12932671,12870324,13135437,12503629,15781210,16407784.96,17571565.2,16311250,17026643.22,18882898,19744932,20821044,24660386,26211258,8304771.044,9321575.836
Zambia,ZMB,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,187800,214200,230100,230600,240600,232600,256800,299400,317100,295700,257400,278300,253100,236700,245600,253900,237700,257900,303500,365300,407200,292500,246000,219000,234700,,,49600,48800,77700,89628,48517,47075,50977,49888,53880,58679,61589,62467,,260502,306034.3,127296.65,10032,8592,203617,144060,154573,16633.13894,17505.68964,8717.833,136609.957
Zimbabwe,ZWE,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,267400,291300,315000,340000,,,,,,,412300,535200,448600,449200,440700,453100,451500,459900,525100,583400,601300,740200,677900,594600,675300,625700,653700,790100,788900,651000,607976,308096,250532,200857,225021,243022,239045,254783,264404,261480,258828,279347.6184,320945.9998,351564,301260,370165,378803,282539,282539,,324226.537,75638.12
