Taxon,Region,FirstRecord
Scolopendra subspinipes,Europe and Central Asia,1902
Scolopia braunii,Asia and the Pacific,1888
Scolothrips pallidus,Americas,1989
Scolymus grandiflorus,Europe and Central Asia,1833
Scolymus hispanicus,Americas,1881
Scolymus hispanicus,Asia and the Pacific,1901
Scolymus hispanicus,Europe and Central Asia,1869
Scolymus maculatus,Asia and the Pacific,1908
Scolymus maculatus,Europe and Central Asia,1835
Scolypopa australis,Asia and the Pacific,1876
Scolytoplatypus tycon,Europe and Central Asia,2009
Scolytus laevis,Europe and Central Asia,1981
Scolytus mali,Americas,1868
Scolytus multistriatus,Americas,1909
Scolytus multistriatus,Asia and the Pacific,1974
Scolytus pygmaeus,Europe and Central Asia,2000
Scolytus rugulosus,Americas,1878
Scolytus schevyrewi,Americas,1994
Scomberomorus commerson,Africa,1992
Scomberomorus commerson,Asia and the Pacific,1963
Scomberomorus commerson,Europe and Central Asia,1935
Scoparia dulcis,Africa,1900
Scoparia dulcis,Asia and the Pacific,1800
Scopelophila cataractae,Europe and Central Asia,1967
Scophthalmus maximus,Americas,1997
Scophthalmus maximus,Asia and the Pacific,1992
Scopolia carniolica,Americas,1938
Scopolia carniolica,Europe and Central Asia,1800
Scopula personata,Americas,1976
Scorpiurus muricatus,Asia and the Pacific,1968
Scorpiurus muricatus,Europe and Central Asia,1940
Scorpiurus vermiculatus,Europe and Central Asia,1909
Scortum barcoo,Asia and the Pacific,2001
Scotinophara coarctata,Asia and the Pacific,1979
Scotophaeus blackwalli,Americas,1977
Scottolana longipes,Europe and Central Asia,1964
Scrippsiella acuminata,Europe and Central Asia,1962
Scrippsiella operosa,Europe and Central Asia,2008
Scrippsiella trochoidea,Asia and the Pacific,1996
Scrippsiella trochoidea,Europe and Central Asia,1999
Scrobipalpa obsoletella,Asia and the Pacific,1980
Scrophularia auriculata,Americas,1928
Scrophularia auriculata,Asia and the Pacific,1939
Scrophularia auriculata,Europe and Central Asia,1791
Scrophularia canina,Europe and Central Asia,1901
Scrophularia chrysantha,Europe and Central Asia,1847
Scrophularia nodosa,Americas,1877
Scrophularia nodosa,Asia and the Pacific,1940
Scrophularia peregrina,Americas,1987
Scrophularia peregrina,Europe and Central Asia,1914
Scrophularia scopolii,Europe and Central Asia,1907
Scrophularia scorodonia,Europe and Central Asia,1689
Scrophularia umbrosa,Americas,1935
Scrophularia vernalis,Europe and Central Asia,1633
Scruparia ambigua,Asia and the Pacific,1881
Scruparia ambigua,Europe and Central Asia,2003
Scrupocellaria scrupea,Asia and the Pacific,1887
Scutellaria alpina,Europe and Central Asia,1947
Scutellaria altissima,Europe and Central Asia,1845
Scutellaria baicalensis,Asia and the Pacific,1902
Scutellaria minor,Asia and the Pacific,1983
Scutellaria minor,Europe and Central Asia,1929
Scutellaria racemosa,Americas,1971
Scutellaria racemosa,Asia and the Pacific,1950
Scutellista caerulea,Americas,1890
Scutellista caerulea,Asia and the Pacific,1902
Scutigera coleoptrata,Europe and Central Asia,1976
Scylla serrata,Americas,1926
Scyllarus caparti,Europe and Central Asia,1977
Scymbalium laetum,Asia and the Pacific,1941
Scymnodes lividigaster,Asia and the Pacific,1985
Scymnus blackburni,Asia and the Pacific,1974
Scymnus impexus,Americas,1960
Scymnus impexus,Europe and Central Asia,1967
Scymnus loewii,Americas,1989
Scymnus loewii,Asia and the Pacific,1941
Scymnus notescens,Asia and the Pacific,1933
Scymnus suturalis,Americas,1992
Scyphophorus acupunctatus,Europe and Central Asia,2006
Scythris grandipennis,Asia and the Pacific,1990
Scythris inspersella,Europe and Central Asia,1977
Scytodes fusca,Africa,1939
Scytodes fusca,Americas,2008
Scytodes fusca,Asia and the Pacific,1895
Scytodes longipes,Africa,1939
Scytodes longipes,Americas,1880
Scytodes longipes,Asia and the Pacific,1916
Scytodes thoracica,Africa,1863
Scytodes thoracica,Americas,1976
Scytodes thoracica,Asia and the Pacific,1976
Scytodes thoracica,Europe and Central Asia,1965
Scytodes univittata,Americas,2000
Scytodes univittata,Europe and Central Asia,1991
Scytodes venusta,Europe and Central Asia,2004
Scytosiphon dotyi,Europe and Central Asia,1882
Scytosiphon gracilis,Americas,2007
Scytosiphon tenellus,Americas,2005
Seaphytopius obliquus,Americas,1995
Searsia lancea,Americas,1996
Sebaea zeyheri,Asia and the Pacific,2007
Sebastes schlegelii,Europe and Central Asia,1853
Sebastiscus marmoratus,Europe and Central Asia,2010
Secale cereale,Africa,1903
Secale cereale,Americas,1898
Secale cereale,Asia and the Pacific,1903
Secale cereale,Europe and Central Asia,1791
Secale derzhavinii,Europe and Central Asia,2015
Secale montanum,Americas,1903
Secale montanum,Asia and the Pacific,1980
Secale montanum,Europe and Central Asia,1915
Sechium edule,Americas,1881
Sechium edule,Asia and the Pacific,1930
Sechium edule,Europe and Central Asia,1952
Securigera virosa,Africa,1901
Secusio extensa,Americas,2013
Sedobassia sedoides,Europe and Central Asia,1778
Sedum Herbstfreude,Europe and Central Asia,1928
Sedum acre,Americas,1877
Sedum acre,Asia and the Pacific,1898
Sedum acre,Europe and Central Asia,1967
Sedum aizoon,Americas,1971
Sedum aizoon,Europe and Central Asia,1928
Sedum album,Americas,1947
Sedum album,Asia and the Pacific,1954
Sedum album,Europe and Central Asia,1634
Sedum autumn,Europe and Central Asia,1850
Sedum bulbiferum,Asia and the Pacific,1986
Sedum caespitosum,Asia and the Pacific,1934
Sedum cepaea,Europe and Central Asia,1836
Sedum confusum,Europe and Central Asia,1976
Sedum dasyphyllum,Asia and the Pacific,1957
Sedum dasyphyllum,Europe and Central Asia,1724
Sedum decumbens,Asia and the Pacific,1986
Sedum dendroideum,Europe and Central Asia,1961
Sedum forsterianum,Europe and Central Asia,1866
Sedum hispanicum,Americas,1984
Sedum hispanicum,Europe and Central Asia,1860
Sedum hybridum,Americas,1956
Sedum hybridum,Europe and Central Asia,1990
Sedum kamtschaticum,Europe and Central Asia,1981
Sedum kimnachii,Europe and Central Asia,1976
Sedum lineare,Americas,2003
Sedum lydium,Europe and Central Asia,1909
Sedum mexicanum,Asia and the Pacific,1932
Sedum mexicanum,Europe and Central Asia,1975
Sedum montanum,Europe and Central Asia,1994
Sedum multiceps,Europe and Central Asia,1966
Sedum pachyphyllum,Americas,2003
Sedum pallidum,Europe and Central Asia,1976
Sedum palmeri,Europe and Central Asia,1968
Sedum praealtum,Americas,1948
Sedum praealtum,Asia and the Pacific,1953
Sedum praealtum,Europe and Central Asia,1974
Sedum reflexum,Americas,1932
Sedum reflexum,Asia and the Pacific,1954
Sedum rubrotinctum,Americas,2006
Sedum rubrotinctum,Asia and the Pacific,1995
Sedum rupestre,Asia and the Pacific,1997
Sedum rupestre,Europe and Central Asia,1666
Sedum sarmentosum,Americas,1965
Sedum sarmentosum,Europe and Central Asia,1880
Sedum sediforme,Asia and the Pacific,2010
Sedum sediforme,Europe and Central Asia,1834
Sedum sexangulare,Asia and the Pacific,2014
Sedum sexangulare,Europe and Central Asia,1750
Sedum spathulifolium,Europe and Central Asia,1957
Sedum spurium,Americas,1933
Sedum spurium,Asia and the Pacific,1982
Sedum spurium,Europe and Central Asia,1807
Sedum stellatum,Europe and Central Asia,1892
Sedum villosum,Europe and Central Asia,1807
Seemannia sylvatica,Americas,2004
Sefrania bleusei,Europe and Central Asia,1988
Segestria florentina,Americas,1998
Seifertia azaleae,Europe and Central Asia,1982
Seiridium cardinale,Americas,1927
Seiridium cardinale,Europe and Central Asia,1940
Seiridium cupressi,Asia and the Pacific,1949
Selaginella apoda,Americas,1975
Selaginella kraussiana,Asia and the Pacific,1901
Selaginella kraussiana,Europe and Central Asia,1838
Selaginella oaxacana,Americas,2006
Selaginella umbrosa,Asia and the Pacific,1972
Selaginella uncinata,Americas,1947
Selaginella uncinata,Asia and the Pacific,1979
Selaginella vogelii,Asia and the Pacific,1978
Selaginella willdenowii,Asia and the Pacific,1938
Selago canescens,Asia and the Pacific,1963
Selago corymbosa,Asia and the Pacific,1965
Selenaspidis articulatus,Americas,1973
Selenaspidus albus,Americas,1934
Selenaspidus albus,Europe and Central Asia,1991
Selenaspidus articulatus,Americas,1887
Selenicereus anthonyanus,Americas,2002
Selenicereus grandiflorus,Americas,1910
Selenicereus grandiflorus,Asia and the Pacific,1843
Selenicereus megalanthus,Americas,2006
Selenicereus monacanthus,Americas,1986
Selenicereus pteranthus,Americas,1923
Selenicereus pteranthus,Asia and the Pacific,1860
Selenicereus setaceus,Americas,2000
Selenicereus triangularis,Africa,1991
Selenicereus undatus,Americas,1830
Selenicereus undatus,Asia and the Pacific,1645
Selenicereus undatus,Europe and Central Asia,1997
Selenothrips rubrocinctus,Europe and Central Asia,1980
Selinum alatum,Europe and Central Asia,2007
Selinum carvifolia,Americas,1922
Selkirkia limense,Americas,1929
Sematophyllum adnatum,Americas,2000
Semiaphis heraclei,Americas,1940
Semiaquilegia adoxoides,Asia and the Pacific,2003
Semiarundinaria fastuosa,Asia and the Pacific,1994
Semiarundinaria fastuosa,Europe and Central Asia,1929
Semiclivina vespertina,Americas,1948
Semielacher petiolata,Europe and Central Asia,1995
Semimytilus patagonicus,Africa,2009
Semiothisa santaremaria,Americas,1970
Semiricinula tissoti,Africa,1950
Semnolius chrysotrichus,Europe and Central Asia,1929
Semnopithecus entellus,Asia and the Pacific,1850
Semperula maculata,Europe and Central Asia,1952
Sempervivum globiferum,Europe and Central Asia,1840
Sempervivum tectorum,Americas,1890
Sempervivum tectorum,Europe and Central Asia,1629
Senecio angulatus,Americas,1919
Senecio angulatus,Asia and the Pacific,1940
Senecio angulatus,Europe and Central Asia,1875
Senecio aquaticus,Americas,1895
Senecio aquaticus,Asia and the Pacific,1898
Senecio cambrensis,Europe and Central Asia,1948
Senecio cordatus,Europe and Central Asia,1992
Senecio crassiflorus,Asia and the Pacific,1912
Senecio diaschides,Asia and the Pacific,1932
Senecio doria,Europe and Central Asia,1837
Senecio doronicum,Europe and Central Asia,1977
Senecio elegans,Americas,1912
Senecio elegans,Asia and the Pacific,1893
Senecio elegans,Europe and Central Asia,1838
Senecio eremophilus,Americas,1892
Senecio erucifolius,Americas,1975
Senecio erucifolius,Europe and Central Asia,1685
Senecio esleri,Asia and the Pacific,1984
Senecio glastifolius,Asia and the Pacific,1963
Senecio glastifolius,Europe and Central Asia,1971
Senecio glomeratus,Americas,1902
Senecio glomeratus,Asia and the Pacific,1962
Senecio grandiflorus,Europe and Central Asia,1971
Senecio inaequidens,Americas,1990
Senecio inaequidens,Asia and the Pacific,2005
Senecio inaequidens,Europe and Central Asia,1836
Senecio integerrimus,Americas,2006
Senecio jacobaea,Africa,1989
Senecio jacobaea,Americas,1672
Senecio jacobaea,Asia and the Pacific,1881
Senecio jacobaea,Europe and Central Asia,1700
Senecio leucanthemifolius,Europe and Central Asia,1822
Senecio linearifolius,Asia and the Pacific,1947
Senecio linearifolius linearifolius,Americas,1998
Senecio londinensis,Europe and Central Asia,1944
Senecio macroglossus,Americas,2004
Senecio macroglossus,Asia and the Pacific,1962
Senecio madagascariensis,Americas,1940
Senecio madagascariensis,Asia and the Pacific,1918
Senecio mikanioides,Americas,1909
Senecio mikanioides,Asia and the Pacific,1869
Senecio mikanioides,Europe and Central Asia,1883
Senecio nemorensis,Europe and Central Asia,1694
Senecio ovatus,Europe and Central Asia,1886
Senecio petasites,Asia and the Pacific,1962
Senecio pinnatifolius,Asia and the Pacific,2010
Senecio pterophorus,Asia and the Pacific,1908
Senecio rupestris,Europe and Central Asia,1879
Senecio sarracenicus,Europe and Central Asia,1632
Senecio serra,Americas,2014
Senecio skirrhodon,Asia and the Pacific,1914
Senecio smithii,Europe and Central Asia,1927
Senecio squalidus,Europe and Central Asia,1658
Senecio sylvaticus,Americas,1887
Senecio sylvaticus,Asia and the Pacific,1878
Senecio sylvaticus,Europe and Central Asia,1844
Senecio tamoides,Asia and the Pacific,1917
Senecio triangularis,Americas,1938
Senecio vernalis,Europe and Central Asia,1700
Senecio viscosus,Americas,1897
Senecio viscosus,Europe and Central Asia,1660
Senecio vulgaris,Africa,1970
Senecio vulgaris,Americas,1847
Senecio vulgaris,Asia and the Pacific,19
Senecio vulgaris,Europe and Central Asia,1658
Senecio x albescens,Europe and Central Asia,1901
Senegalia catechu,Asia and the Pacific,1990
Senegalia chundra,Asia and the Pacific,1983
Senegalia polyacantha,Americas,1923
Seniorwhitea krameri,Americas,1940
Senna alata,Africa,1991
Senna alata,Americas,1986
Senna alata,Asia and the Pacific,1894
Senna artemisioides,Americas,1959
Senna artemisioides,Asia and the Pacific,1920
Senna bacillaris,Africa,1926
Senna bacillaris,Americas,1881
Senna bacillaris,Asia and the Pacific,1923
Senna bicapsularis,Africa,1858
Senna bicapsularis,Americas,1934
Senna bicapsularis,Asia and the Pacific,1845
Senna bicapsularis,Europe and Central Asia,1862
Senna corymbosa,Africa,1858
Senna corymbosa,Asia and the Pacific,1845
Senna corymbosa,Europe and Central Asia,1990
Senna didymobotrya,Africa,1909
Senna didymobotrya,Americas,1930
Senna didymobotrya,Asia and the Pacific,1938
Senna didymobotrya,Europe and Central Asia,1988
Senna floribunda,Americas,1935
Senna floribunda,Asia and the Pacific,1888
Senna hirsuta,Africa,1875
Senna hirsuta,Americas,1888
Senna hirsuta,Asia and the Pacific,1927
Senna holosericea,Asia and the Pacific,1960
Senna laevigata,Asia and the Pacific,1888
Senna multiglandulosa,Africa,1898
Senna multiglandulosa,Americas,1925
Senna multiglandulosa,Asia and the Pacific,1898
Senna multiglandulosa,Europe and Central Asia,1992
Senna multijuga,Americas,1926
Senna multijuga,Asia and the Pacific,2003
Senna obtusifolia,Africa,1847
Senna obtusifolia,Americas,1930
Senna obtusifolia,Asia and the Pacific,1871
Senna occidentalis,Africa,1858
Senna occidentalis,Americas,1836
Senna occidentalis,Asia and the Pacific,1500
Senna occidentalis,Europe and Central Asia,1941
Senna pendula,Africa,1933
Senna pendula,Americas,1908
Senna pendula,Asia and the Pacific,1918
Senna planitiicola,Asia and the Pacific,1888
Senna polyantha,Americas,1891
Senna septemtrionalis,Africa,1906
Senna septemtrionalis,Americas,1881
Senna septemtrionalis,Asia and the Pacific,1881
Senna septemtrionalis,Europe and Central Asia,1862
Senna siamea,Africa,1900
Senna siamea,Americas,1865
Senna siamea,Asia and the Pacific,1962
Senna sophera,Africa,1953
Senna spectabilis,Africa,1936
Senna spectabilis,Americas,1920
Senna spectabilis,Asia and the Pacific,1984
Senna sturtii,Asia and the Pacific,1940
Senna sulfurea,Asia and the Pacific,1942
Senna surattensis,Africa,1931
Senna surattensis,Americas,1888
Senna surattensis,Asia and the Pacific,1909
Senna tora,Africa,1937
Senna tora,Asia and the Pacific,1910
Sepedophilus lusitanicus,Europe and Central Asia,1986
Sepia gibba,Europe and Central Asia,2001
Sepia pharaonis,Europe and Central Asia,2003
Sepioteuthis lessoniana,Europe and Central Asia,2002
Septifer bilocularis,Europe and Central Asia,2003
Septifer cumingii,Europe and Central Asia,1999
Septoria erigerontis,Europe and Central Asia,2011
Septoria lantanae,Americas,2004
Septoria passiflorae,Americas,1996
Septoria phytolaccae,Europe and Central Asia,1909
Sequoia sempervirens,Americas,1991
Sequoia sempervirens,Asia and the Pacific,1843
Sequoia sempervirens,Europe and Central Asia,1968
Sequoiadendron giganteum,Asia and the Pacific,1862
Serangium maculigerum,Asia and the Pacific,2005
Serangium montazerii,Europe and Central Asia,1973
Serangium parcesetosum,Europe and Central Asia,1986
Serapias lingua,Europe and Central Asia,2014
Serejohyale spinidactylus,Europe and Central Asia,1992
Sericinus montela,Asia and the Pacific,1978
Sericoderus apicalis,Asia and the Pacific,1941
Sericoderus brevicornis,Asia and the Pacific,2001
Sericoderus lateralis,Asia and the Pacific,1911
Sericothrips staphylinus,Americas,1991
Sericothrips staphylinus,Asia and the Pacific,1990
Serinus canaria,Africa,1801
Serinus canaria,Americas,1910
Serinus canaria,Asia and the Pacific,1861
Serinus canaria,Europe and Central Asia,1590
Serinus canicollis,Africa,1750
Serinus canicollis,Asia and the Pacific,1938
Seriola carpenteri,Europe and Central Asia,1996
Seriola fasciata,Africa,1998
Seriola fasciata,Europe and Central Asia,1991
Seriola rivoliana,Europe and Central Asia,2003
Serissa japonica,Africa,1770
Serissa japonica,Asia and the Pacific,1888
Serjania membranacea,Asia and the Pacific,1995
Serpula lacrymans,Americas,1917
Serpula watsoni,Americas,1936
Serranochromis jallae,Africa,1966
Serranochromis robustus,Africa,1975
Serranus hepatus,Europe and Central Asia,2012
Serrasalmus rhombeus,Americas,1963
Sertularia marginata,Asia and the Pacific,1930
Sertularia marginata,Europe and Central Asia,1990
Sertularia tongensis,Asia and the Pacific,1999
Sesamoides purpurascens,Europe and Central Asia,1978
Sesamum indicum,Africa,1970
Sesamum indicum,Asia and the Pacific,1838
Sesamum indicum,Europe and Central Asia,1862
Sesamum orientale,Asia and the Pacific,1912
Sesbania bispinosa,Americas,1913
Sesbania bispinosa,Asia and the Pacific,1990
Sesbania cannabina,Africa,1961
Sesbania cannabina,Asia and the Pacific,1910
Sesbania grandiflora,Asia and the Pacific,1843
Sesbania herbacea,Asia and the Pacific,1910
Sesbania longifolia,Asia and the Pacific,1843
Sesbania punicea,Africa,1858
Sesbania punicea,Americas,1934
Sesbania punicea,Asia and the Pacific,1888
Sesbania punicea,Europe and Central Asia,1842
Sesbania rostrata,Asia and the Pacific,1990
Sesbania sericea,Americas,1879
Sesbania sesban,Africa,1762
Sesbania sesban,Americas,1885
Sesbania sesban,Asia and the Pacific,1910
Sesbania tripettii,Asia and the Pacific,1927
Seseli campestre,Europe and Central Asia,1950
Seseli libanotis,Europe and Central Asia,1600
Seseli montanum,Europe and Central Asia,1662
Seseli rigidum,Europe and Central Asia,1966
Sesia apiformis,Americas,1880
Sesleria caerulea,Europe and Central Asia,1732
Sesuvium humifusum,Americas,1883
Sesuvium portulacastrum,Americas,1979
Sesuvium portulacastrum,Europe and Central Asia,1888
Sesuvium verrucosum,Americas,1999
Setaria barbata,Americas,1900
Setaria constricta,Asia and the Pacific,2004
Setaria corrugata,Americas,1992
Setaria dielsii,Asia and the Pacific,1995
Setaria distans,Americas,1939
Setaria faberi,Americas,1947
Setaria faberi,Europe and Central Asia,1856
Setaria flavida,Asia and the Pacific,1992
Setaria geminata,Americas,1899
Setaria geniculata,Americas,1997
Setaria geniculata,Asia and the Pacific,1929
Setaria glauca,Americas,1910
Setaria glauca,Asia and the Pacific,1896
Setaria globoidea,Asia and the Pacific,2004
Setaria gracilis,Americas,1855
Setaria gracilis,Asia and the Pacific,1892
Setaria helvola,Americas,1888
Setaria helvola,Asia and the Pacific,1853
Setaria helvola,Europe and Central Asia,1787
Setaria incrassata,Asia and the Pacific,1975
Setaria italica,Americas,1883
Setaria italica,Asia and the Pacific,1838
Setaria italica,Europe and Central Asia,1880
Setaria jubiflora,Asia and the Pacific,2004
Setaria leucopila,Americas,1935
Setaria liebmannii,Americas,1962
Setaria macrostachya,Americas,1932
Setaria magna,Americas,1987
Setaria megaphylla,Europe and Central Asia,1895
Setaria palmifolia,Americas,1903
Setaria palmifolia,Asia and the Pacific,1907
Setaria parviflora,Americas,1851
Setaria parviflora,Asia and the Pacific,1883
Setaria parviflora,Europe and Central Asia,1811
Setaria poiretiana,Asia and the Pacific,1987
Setaria punctata,Asia and the Pacific,1940
Setaria setosa,Americas,1888
Setaria sphacelata,Americas,1954
Setaria sphacelata,Asia and the Pacific,1930
Setaria sphacelata,Europe and Central Asia,1990
Setaria verticillata,Americas,1821
Setaria verticillata,Asia and the Pacific,1873
Setaria verticillata,Europe and Central Asia,1799
Setaria viridis,Americas,1876
Setaria viridis,Asia and the Pacific,1869
Setaria viridis,Europe and Central Asia,1666
Setaria viridis viridis,Americas,1821
Setaria vulpiseta,Americas,1923
Setariopsis auriculata,Americas,1865
Setariopsis latiglumis,Americas,1897
Setchelliogaster tenuipes,Americas,1966
Setchelliogaster tenuipes,Asia and the Pacific,1992
Setchelliogaster tenuipes,Europe and Central Asia,1980
Setomorpha rutella,Americas,2001
Shablogammarus subnudus,Europe and Central Asia,1981
Shakespearei parvipennis,Americas,1938
Sheatfish virus,Europe and Central Asia,2004
Shelfordella lateralis,Europe and Central Asia,2009
Shelfordina orchidae,Asia and the Pacific,2001
Shepherdia argentea,Americas,1953
Shepherdia argentea,Asia and the Pacific,1843
Sherardia arvensis,Africa,1982
Sherardia arvensis,Americas,1893
Sherardia arvensis,Asia and the Pacific,1850
Sherardia arvensis,Europe and Central Asia,1775
Shinnersia rivularis,Europe and Central Asia,1975
Shivaphis celti,Americas,1996
Shivaphis celti,Asia and the Pacific,2013
Sibbaldia tridentata,Europe and Central Asia,2013
Sibbaldianthe bifurca,Europe and Central Asia,1896
Sibine stimulea,Europe and Central Asia,2007
Sibinia vagabunda,Americas,1999
Sibiraea laevigata,Asia and the Pacific,1843
Sibiraea laevigata,Europe and Central Asia,1821
Sicalis flaveola,Americas,1820
Sicalis luteola,Americas,1900
Sicana odorifera,Americas,1886
Sicyonia lancifer,Europe and Central Asia,2015
Sicyos angulatus,Americas,1821
Sicyos angulatus,Asia and the Pacific,1952
Sicyos angulatus,Europe and Central Asia,1701
Sida acuta,Africa,1884
Sida acuta,Americas,1964
Sida acuta,Asia and the Pacific,1864
Sida acuta,Europe and Central Asia,1944
Sida ciliaris,Americas,1979
Sida cordifolia,Africa,1889
Sida cordifolia,Asia and the Pacific,1910
Sida glutinosa,Americas,1974
Sida repens,Americas,1881
Sida rhombifolia,Africa,1972
Sida rhombifolia,Americas,1837
Sida rhombifolia,Asia and the Pacific,1887
Sida rhombifolia,Europe and Central Asia,1838
Sida rohlenae,Asia and the Pacific,1989
Sida spinosa,Americas,1888
Sida spinosa,Asia and the Pacific,1802
Sida spinosa,Europe and Central Asia,1920
Sidalcea candida,Europe and Central Asia,1991
Sidalcea diploscypha,Americas,1932
Sidalcea malviflora,Europe and Central Asia,1940
Sidalcea neomexicana,Europe and Central Asia,1986
Sidalcea oregana,Europe and Central Asia,1950
Sidastrum paniculatum,Americas,1894
Sidastrum paniculatum,Europe and Central Asia,1998
Sideritis candicans,Asia and the Pacific,1920
Sideritis hyssopifolia,Europe and Central Asia,1938
Sideritis lanata,Asia and the Pacific,1969
Sideritis lanata,Europe and Central Asia,1850
Sideritis montana,Europe and Central Asia,1894
Sidnia kinbergi,Asia and the Pacific,1926
Sieruela rutidosperma,Americas,1913
Sieruela rutidosperma,Asia and the Pacific,1958
Sigambra constricta,Europe and Central Asia,1963
Sigambra tentaculata,Europe and Central Asia,1962
Siganus luridus,Africa,1969
Siganus luridus,Asia and the Pacific,1930
Siganus luridus,Europe and Central Asia,1955
Siganus rivulatus,Africa,1971
Siganus rivulatus,Asia and the Pacific,1927
Siganus rivulatus,Europe and Central Asia,1924
Sigesbeckia jorullensis,Europe and Central Asia,1873
Sigesbeckia orientalis,Americas,1888
Sigesbeckia orientalis,Asia and the Pacific,1841
Sigesbeckia orientalis,Europe and Central Asia,1760
Signiphora flavella,Asia and the Pacific,1962
Signiphora flavopalliata,Asia and the Pacific,1977
Signiphora merceti,Asia and the Pacific,1960
Silene alba,Africa,1978
Silene alba,Asia and the Pacific,1977
Silene alpestris,Europe and Central Asia,1974
Silene antirrhina,Americas,1973
Silene apetala,Asia and the Pacific,1965
Silene armeria,Americas,1881
Silene armeria,Asia and the Pacific,1879
Silene armeria,Europe and Central Asia,1840
Silene baccifera,Europe and Central Asia,1570
Silene behen,Europe and Central Asia,1954
Silene bellidifolia,Europe and Central Asia,1830
Silene besseri,Europe and Central Asia,1964
Silene catholica,Europe and Central Asia,1857
Silene chalcedonica,Americas,1900
Silene chalcedonica,Europe and Central Asia,1807
Silene coeli-rosa,Asia and the Pacific,1874
Silene coeli-rosa,Europe and Central Asia,1876
Silene conica,Asia and the Pacific,1898
Silene conica,Europe and Central Asia,1879
Silene coniflora,Americas,1890
Silene conoidea,Americas,1939
Silene conoidea,Europe and Central Asia,1850
Silene coronaria,Americas,1952
Silene coronaria,Asia and the Pacific,1878
Silene coronaria,Europe and Central Asia,1804
Silene cretica,Europe and Central Asia,1908
Silene csereii,Americas,1913
Silene csereii,Europe and Central Asia,1871
Silene dichotoma,Americas,1927
Silene dichotoma,Asia and the Pacific,1931
Silene dichotoma,Europe and Central Asia,1770
Silene dioica,Americas,1837
Silene dioica,Asia and the Pacific,1903
Silene dioica,Europe and Central Asia,1922
Silene disticha,Asia and the Pacific,1937
Silene disticha,Europe and Central Asia,1967
Silene fabaria,Europe and Central Asia,1860
Silene flos-cuculi,Americas,1886
Silene flos-cuculi,Asia and the Pacific,1870
Silene gallica,Americas,1800
Silene gallica,Asia and the Pacific,1842
Silene gallica,Europe and Central Asia,1634
Silene hampeana,Europe and Central Asia,1853
Silene italica,Europe and Central Asia,1825
Silene latifolia,Americas,1875
Silene latifolia,Asia and the Pacific,1836
Silene latifolia,Europe and Central Asia,1629
Silene longicaulis,Asia and the Pacific,1899
Silene multifida,Europe and Central Asia,1912
Silene muscipula,Europe and Central Asia,1990
Silene nivea,Americas,1969
Silene noctiflora,Americas,1850
Silene noctiflora,Asia and the Pacific,1871
Silene noctiflora,Europe and Central Asia,1688
Silene nocturna,Asia and the Pacific,1893
Silene nocturna,Europe and Central Asia,1858
Silene nutans,Americas,1896
Silene nutans,Asia and the Pacific,1879
Silene otites,Europe and Central Asia,1877
Silene pendula,Americas,1990
Silene pendula,Asia and the Pacific,1978
Silene pendula,Europe and Central Asia,1807
Silene pseudoatocion,Europe and Central Asia,1937
Silene schafta,Europe and Central Asia,1908
Silene tatarica,Europe and Central Asia,1915
Silene tridentata,Asia and the Pacific,1986
Silene uniflora,Asia and the Pacific,1924
Silene uniflora,Europe and Central Asia,1947
Silene vulgaris,Americas,1813
Silene vulgaris,Asia and the Pacific,1870
Silene vulgaris,Europe and Central Asia,1913
Silhouettea aegyptia,Africa,1972
Silhouettea aegyptia,Asia and the Pacific,1993
Silhouettea aegyptia,Europe and Central Asia,1984
Sillago sihama,Asia and the Pacific,1976
Sillago sihama,Europe and Central Asia,1977
Sillago suezensis,Africa,1992
Sillago suezensis,Asia and the Pacific,1975
Sillago suezensis,Europe and Central Asia,1983
Silphium perfoliatum,Americas,1918
Silphium perfoliatum,Asia and the Pacific,1979
Silphium perfoliatum,Europe and Central Asia,1772
Silurus glanis,Africa,1990
Silurus glanis,Asia and the Pacific,1990
Silurus glanis,Europe and Central Asia,1853
Silvanoprus cephalotes,Europe and Central Asia,2014
Silvanus castaneus,Americas,1995
Silvanus difficilis,Americas,1991
Silvanus lewisi,Americas,1995
Silvanus muticus,Europe and Central Asia,1988
Silvanus recticollis,Americas,1975
Silvanus recticollis,Europe and Central Asia,1995
Silybum marianum,Americas,1848
Silybum marianum,Asia and the Pacific,1857
Silybum marianum,Europe and Central Asia,1506
Simmondsia chinensis,Europe and Central Asia,1999
Simocephalus heilongjiangensis,Europe and Central Asia,1996
Simosyrphus grandicornis,Americas,1892
Simplaria pseudomilitaris,Africa,1971
Simplicia cornicalis,Americas,2007
Simulium bipunctatum,Americas,1989
Sinacalia tangutica,Europe and Central Asia,1744
Sinanodonta woodiana,Americas,2010
Sinanodonta woodiana,Europe and Central Asia,1962
Sinapis alba,Americas,1821
Sinapis alba,Asia and the Pacific,1882
Sinapis alba,Europe and Central Asia,1629
Sinapis arvensis,Africa,1915
Sinapis arvensis,Americas,1893
Sinapis arvensis,Asia and the Pacific,1864
Sinapis arvensis,Europe and Central Asia,1548
Sinella curviseta,Europe and Central Asia,1850
Sinella tenebricosa,Europe and Central Asia,1896
Sinelobus stanfordi,Europe and Central Asia,2006
Sinelobus vanhaareni,Europe and Central Asia,2009
Singhiella citrifolii,Americas,1966
Singhiella citrifolii,Europe and Central Asia,1998
Singhiella simplex,Americas,2007
