Taxon,Region,FirstRecord
Lupinus nootkatensis,Europe and Central Asia,1880
Lupinus perennis,Europe and Central Asia,1899
Lupinus polyphyllus,Asia and the Pacific,1945
Lupinus polyphyllus,Europe and Central Asia,1807
Lutzomyia verrucarum,Americas,2004
Luziola subintegra,Americas,2007
Luzula luzuloides,Americas,1932
Lycium barbarum,Europe and Central Asia,1830
Lycium ferocissimum,Asia and the Pacific,1880
Lycium ferocissimum,Europe and Central Asia,1906
Lycopsis arvensis,Americas,1937
Lycopus europaeus,Asia and the Pacific,1940
Lygodium japonicum,Americas,1903
Lygodium microphyllum,Americas,1966
Lymantria dispar,Americas,1869
Lymantria dispar,Asia and the Pacific,1920
Lysichiton americanus,Europe and Central Asia,1700
Lysichiton camtschatcensis,Europe and Central Asia,1848
Lysimachia arvensis,Americas,1849
Lysimachia nummularia,Americas,1672
Lysimachia nummularia,Europe and Central Asia,1766
Lysimachia punctata,Europe and Central Asia,1865
Lysimachia vulgaris,Americas,1822
Lythrum hyssopifolia,Americas,1847
Lythrum salicaria,Africa,1976
Lythrum salicaria,Americas,1800
Lythrum salicaria,Asia and the Pacific,1954
Macaca arctoides,Americas,1986
Macaca cyclopis,Asia and the Pacific,1942
Macaca fascicularis,Africa,1530
Macaca fascicularis,Americas,1980
Macaca fascicularis,Asia and the Pacific,1900
Macaca mulatta,Americas,1933
Macaca mulatta,Asia and the Pacific,1960
Macaca nemestrina,Americas,1981
Maconellicoccus hirsutus,Americas,1996
Macrobrachium rosenbergii,Africa,1981
Macrobrachium rosenbergii,Americas,1978
Macrosiphum euphorbiae,Europe and Central Asia,1900
Macrothelypteris torresiana,Americas,1904
Maeotias marginata,Americas,1959
Magallana ariakensis,Americas,2004
Magallana gigas,Americas,1973
Magallana gigas,Europe and Central Asia,1866
Mahonia aquifolium,Europe and Central Asia,1733
Maladera formosae,Americas,1920
Malephora crocea,Americas,1946
Malus sylvestris,Americas,1813
Malva alcea,Europe and Central Asia,1777
Malva arborea,Africa,1858
Malva arborea,Asia and the Pacific,1869
Malva moschata,Americas,1838
Malva moschata,Europe and Central Asia,1820
Malva neglecta,Americas,1886
Malva nicaeensis,Americas,1846
Malva parviflora,Americas,1833
Malva pusilla,Americas,1885
Malva sylvestris,Americas,1896
Malva verticillata,Europe and Central Asia,1896
Malvastrum coromandelianum,Africa,1945
Malvastrum coromandelianum,Americas,1913
Malvastrum coromandelianum,Asia and the Pacific,1861
Manayunkia caspica,Europe and Central Asia,1963
Marenzelleria arctia,Europe and Central Asia,2004
Marenzelleria neglecta,Europe and Central Asia,1985
Marenzelleria viridis,Europe and Central Asia,1983
Marrubium vulgare,Americas,1849
Marsilea minuta,Americas,2003
Marsilea quadrifolia,Americas,1860
Martynia annua,Asia and the Pacific,1802
Massilieurodes chittendeni,Europe and Central Asia,1959
Matricaria chamomilla,Americas,1869
Matricaria chamomilla,Europe and Central Asia,1777
Matricaria discoidea,Americas,1899
Matricaria discoidea,Europe and Central Asia,1791
Matsucoccus matsumurae,Americas,1946
Matsucoccus matsumurae,Asia and the Pacific,1942
Mayaheros urophthalmus,Asia and the Pacific,2001
Mayetiola destructor,Americas,1779
Mayetiola destructor,Asia and the Pacific,1969
Maytenus boaria,Americas,1942
Medicago arborea,Americas,1954
Medicago lupulina,Americas,1847
Medicago minima,Americas,1767
Medicago polymorpha,Americas,1861
Medicago sativa,Europe and Central Asia,1816
Megabalanus coccopoma,Americas,1974
Melaleuca quinquenervia,Americas,1808
Melampsora larici-populina,Americas,1991
Melampsoridium hiratsukanum,Europe and Central Asia,1999
Melanoides tuberculata,Americas,1970
Melia azedarach,Africa,1800
Melia azedarach,Americas,1705
Melianthus major,Asia and the Pacific,1878
Melilotus albus,Americas,1867
Melilotus albus,Europe and Central Asia,1800
Melilotus indicus,Americas,1830
Melinis minutiflora,Americas,1800
Melinis repens,Americas,1930
Melinis repens,Asia and the Pacific,1950
Melissa officinalis,Americas,1849
Melita nitida,Europe and Central Asia,1998
Meloidogyne hapla,Europe and Central Asia,1927
Membranipora membranacea,Americas,1992
Mentha aquatica,Americas,1672
Mentha piperita,Americas,1900
Mentha pulegium,Americas,1849
Mentha rotundifolia,Americas,1934
Mentha spicata,Americas,1860
Mentha suaveolens,Americas,1916
Mentha villosa,Americas,1918
Menyanthes trifoliata,Asia and the Pacific,1969
Mephitis mephitis,Europe and Central Asia,2000
Mercurialis annua,Americas,1931
Meretrix petechialis,Asia and the Pacific,1970
Mesembryanthemum cordifolium,Europe and Central Asia,1788
Mesembryanthemum crystallinum,Americas,1875
Mesembryanthemum nodiflorum,Americas,1882
Mesopolobus spermotrophus,Europe and Central Asia,1963
Metacarcinus novaezelandiae,Asia and the Pacific,1929
Metapenaeus monoceros,Africa,1994
Metapenaeus monoceros,Europe and Central Asia,1948
Metapenaeus stebbingi,Europe and Central Asia,1958
Metcalfa pruinosa,Europe and Central Asia,1990
Microcosmus squamiger,Europe and Central Asia,1992
Microhyla okinavensis,Asia and the Pacific,1931
Micropterus dolomieu,Africa,1937
Micropterus dolomieu,Americas,1975
Micropterus dolomieu,Asia and the Pacific,1925
Micropterus salmoides,Africa,1932
Micropterus salmoides,Americas,1955
Micropterus salmoides,Asia and the Pacific,1925
Micropterus salmoides,Europe and Central Asia,1892
Microsorum scolopendria,Americas,1900
Microstegium vimineum,Americas,1919
Microtus levis,Europe and Central Asia,2009
Mikania micrantha,Asia and the Pacific,1919
Milax gagates,Americas,1963
Mimosa bimucronata,Asia and the Pacific,1952
Mimosa invisa,Asia and the Pacific,1753
Mimosa pigra,Africa,1912
Mimosa pigra,Americas,1953
Mimosa pigra,Asia and the Pacific,1891
Mimosa pudica,Africa,1906
Mimosa pudica,Asia and the Pacific,1777
Mirabilis jalapa,Americas,2009
Mirabilis jalapa,Asia and the Pacific,1591
Mirabilis jalapa,Europe and Central Asia,1583
Mirabilis nyctaginea,Europe and Central Asia,1831
Miscanthus nepalensis,Asia and the Pacific,1945
Miscanthus sacchariflorus,Americas,1956
Miscanthus sinensis,Americas,1975
Misgurnus anguillicaudatus,Americas,1961
Misgurnus anguillicaudatus,Asia and the Pacific,1984
Misopates orontium,Americas,1925
Mitracarpus hirtus,Asia and the Pacific,1980
Mnemiopsis leidyi,Asia and the Pacific,1999
Mnemiopsis leidyi,Europe and Central Asia,1850
Mogulones crucifer,Americas,2010
Moina affinis,Europe and Central Asia,1960
Molgula ficus,Americas,1999
Molgula manhattensis,Asia and the Pacific,1972
Molgula manhattensis,Europe and Central Asia,1973
Mollugo verticillata,Europe and Central Asia,1772
Molothrus bonariensis,Americas,1800
Monarthrum mali,Europe and Central Asia,2007
Monilicaecum ventricosum,Europe and Central Asia,1977
Monocorophium insidiosum,Asia and the Pacific,1996
Monocorophium sextonae,Europe and Central Asia,1930
Monomoria pharaonis,Europe and Central Asia,1969
Monomorium destructor,Americas,1972
Monomorium destructor,Asia and the Pacific,1997
Monomorium floricola,Americas,1916
Monomorium floricola,Asia and the Pacific,1921
Monomorium pharaonis,Americas,1912
Monomorium pharaonis,Asia and the Pacific,1921
Monomorium pharaonis,Europe and Central Asia,1884
Monopterus albus,Asia and the Pacific,1900
Morella faya,Americas,1809
Morone chrysops,Americas,1975
Morone saxatilis,Americas,1886
Morus alba,Africa,1831
Morus alba,Americas,1893
Morus australis,Asia and the Pacific,1891
Muehlenbeckia complexa,Europe and Central Asia,1909
Muhlenbergia schreberi,Europe and Central Asia,1963
Mulinia lateralis,Europe and Central Asia,2018
Muntiacus reevesi,Asia and the Pacific,1961
Muntiacus reevesi,Europe and Central Asia,1894
Murdannia keisak,Americas,1935
Murdannia keisak,Europe and Central Asia,1973
Mus musculus,Africa,1970
Mus musculus,Americas,1537
Mus musculus,Asia and the Pacific,1811
Mus musculus,Europe and Central Asia,-6000
Muscari armeniacum,Europe and Central Asia,1987
Muscari botryoides,Americas,1986
Muscari neglectum,Americas,2011
Mustela erminea,Asia and the Pacific,1884
Mustela itatsi,Asia and the Pacific,1885
Mustela nivalis,Asia and the Pacific,1884
Mustela putorius,Asia and the Pacific,1879
Mustela putorius,Europe and Central Asia,1250
Mustela sibirica,Asia and the Pacific,1928
Mustela vison,Americas,1940
Mustela vison,Asia and the Pacific,1965
Mustela vison,Europe and Central Asia,1917
Mutinus ravenelii,Europe and Central Asia,1950
Mya arenaria,Europe and Central Asia,1966
Mycelis muralis,Americas,1906
Myiopsitta monachus,Americas,1972
Myiopsitta monachus,Europe and Central Asia,1936
Mylopharyngodon piceus,Americas,1970
Myocastor coypus,Africa,1940
Myocastor coypus,Americas,1899
Myocastor coypus,Asia and the Pacific,1939
Myocastor coypus,Europe and Central Asia,1882
Myodes glareolus,Europe and Central Asia,1950
Myoporum insulare,Asia and the Pacific,1948
Myoporum laetum,Americas,1949
Myoporum tenuifolium,Africa,1911
Myosotis discolor,Americas,1882
Myosotis latifolia,Americas,1899
Myosotis scorpioides,Americas,1870
Myosotis scorpioides,Asia and the Pacific,1954
Myosotis sylvatica,Americas,1889
Myosoton aquaticum,Americas,1838
Myricaria germanica,Asia and the Pacific,1986
Myriophyllum aquaticum,Africa,1921
Myriophyllum aquaticum,Americas,1858
Myriophyllum aquaticum,Asia and the Pacific,1920
Myriophyllum aquaticum,Europe and Central Asia,1880
Myriophyllum heterophyllum,Europe and Central Asia,1916
Myriophyllum spicatum,Americas,1813
Myrmica rubra,Americas,1901
Myrrhis odorata,Americas,1948
Myrrhis odorata,Europe and Central Asia,1809
Mytilicola intestinalis,Europe and Central Asia,1930
Mytilicola orientalis,Europe and Central Asia,1977
Mytilopsis leucophaeata,Americas,2004
Mytilopsis leucophaeata,Europe and Central Asia,1898
Mytilus edulis,Europe and Central Asia,2001
Mytilus galloprovincialis,Africa,1979
Mytilus galloprovincialis,Asia and the Pacific,1926
Mytilus trossulus,Europe and Central Asia,2001
Najas minor,Americas,1934
Nandayus nenday,Europe and Central Asia,1970
Napomyza gymnostoma,Americas,2015
Nardus stricta,Americas,1962
Nardus stricta,Asia and the Pacific,1931
Naria turdus,Africa,2003
Nassarius sinarum,Asia and the Pacific,2000
Nassella manicata,Americas,1946
Nassella neesiana,Asia and the Pacific,1930
Nassella tenuissima,Africa,1900
Nassella tenuissima,Asia and the Pacific,1994
Nassella trichotoma,Africa,1900
Nassella trichotoma,Asia and the Pacific,1900
Nasturtium microphyllum,Americas,1861
Nasturtium officinale,Africa,1650
Nasturtium officinale,Americas,1838
Nasturtium officinale,Asia and the Pacific,1840
Nasua nasua,Americas,1935
Navarretia squarrosa,Asia and the Pacific,1870
Nealsomyia rufella,Asia and the Pacific,1995
Nelumbo nucifera,Europe and Central Asia,1800
Neoclytus acuminatus,Europe and Central Asia,1908
Neodiprion sertifer,Americas,1925
Neogobius fluviatilis,Europe and Central Asia,1970
Neogobius melanostomus,Americas,1986
Neogobius melanostomus,Europe and Central Asia,1986
Nepeta cataria,Americas,1876
Nephrolepis brownii,Americas,1940
Nephrolepis cordifolia,Africa,2001
Nephrolepis cordifolia,Americas,1995
Nephrolepis cordifolia,Asia and the Pacific,1974
Nephrolepis falcata,Americas,1923
Nerium oleander,Africa,1811
Nerium oleander,Americas,1908
Nerium oleander,Asia and the Pacific,1950
Neslia paniculata,Americas,1903
Neustanthus phaseoloides,Americas,1970
Neyraudia reynaudiana,Americas,1861
Nicandra physalodes,Africa,1917
Nicandra physalodes,Asia and the Pacific,1848
Nicotiana glauca,Africa,1830
Nicotiana glauca,Americas,1882
Nicotiana glauca,Asia and the Pacific,2007
Nicotiana glauca,Europe and Central Asia,1653
Nonea pulla,Europe and Central Asia,1806
Notemigonus crysoleucas,Americas,1973
Nothoscordum gracile,Americas,1949
Nothoscordum gracile,Asia and the Pacific,1868
Nuphar lutea,Asia and the Pacific,1975
Nyctereutes procyonoides,Asia and the Pacific,1941
Nyctereutes procyonoides,Europe and Central Asia,1926
Nymphaea alba,Asia and the Pacific,1949
Nymphaea mexicana,Asia and the Pacific,1965
Nymphoides geminata,Asia and the Pacific,1981
Nymphoides hydrophylla,Americas,1999
Nymphoides peltata,Americas,1879
Nymphoides peltata,Europe and Central Asia,1870
Nysius huttoni,Europe and Central Asia,2002
Obesogammarus crassus,Europe and Central Asia,1955
Obesogammarus obesus,Europe and Central Asia,1950
Obolodiplosis robiniae,Asia and the Pacific,2004
Obolodiplosis robiniae,Europe and Central Asia,2004
Ochna serrulata,Asia and the Pacific,1997
Ocinebrellus inornatus,Europe and Central Asia,1993
Octodonta nipae,Asia and the Pacific,2001
Oculina patagonica,Europe and Central Asia,1972
Odocoileus virginianus,Americas,1850
Odocoileus virginianus,Europe and Central Asia,2010
Odontesthes bonariensis,Americas,1946
Odontesthes bonariensis,Europe and Central Asia,1974
Odontites vernus,Americas,1950
Odontites vulgaris,Europe and Central Asia,1820
Oeceoclades maculata,Americas,1990
Oenanthe javanica,Americas,1985
Oenothera adriatica,Europe and Central Asia,1974
Oenothera biennis,Americas,2018
Oenothera biennis,Asia and the Pacific,1913
Oenothera biennis,Europe and Central Asia,1612
Oenothera curtiflora,Asia and the Pacific,1950
Oenothera glazioviana,Americas,1894
Oenothera glazioviana,Asia and the Pacific,1860
Oenothera glazioviana,Europe and Central Asia,1889
Oenothera jamesii,Africa,1858
Oenothera laciniata,Asia and the Pacific,1910
Oenothera latipetala,Europe and Central Asia,1869
Oenothera oakesiana,Europe and Central Asia,1839
Oenothera parviflora,Europe and Central Asia,1836
Oenothera rosea,Africa,1858
Oenothera rosea,Americas,1897
Oenothera rosea,Asia and the Pacific,1600
Oenothera rubricaulis,Europe and Central Asia,1952
Oenothera sesitensis,Europe and Central Asia,1975
Oenothera stucchii,Europe and Central Asia,1952
Oenothera villosa,Europe and Central Asia,1940
Oithona davisae,Europe and Central Asia,2003
Olea europaea,Americas,1845
Olea europaea,Asia and the Pacific,1961
Oncorhynchus gorbuscha,Europe and Central Asia,1905
Oncorhynchus kisutch,Americas,1930
Oncorhynchus mykiss,Africa,1897
Oncorhynchus mykiss,Americas,1876
Oncorhynchus mykiss,Asia and the Pacific,1874
Oncorhynchus mykiss,Europe and Central Asia,1879
Oncorhynchus nerka,Asia and the Pacific,1894
Oncosiphon piluliferum,Americas,1981
Ondatra zibethicus,Americas,1948
Ondatra zibethicus,Asia and the Pacific,1927
Ondatra zibethicus,Europe and Central Asia,1905
Onobrychis viciifolia,Americas,1891
Onopordum acanthium,Americas,1881
Onopordum acanthium,Asia and the Pacific,1879
Onopordum illyricum,Americas,1972
Operophtera brumata,Americas,1930
Ophiognomonia clavigignenti-juglandacearum,Americas,1965
Ophiostoma novo-ulmi,Americas,1945
Ophiostoma novo-ulmi,Europe and Central Asia,1950
Ophiostoma ulmi,Europe and Central Asia,1950
Opilio canestrinii,Europe and Central Asia,1960
Opisthoplatia orientalis,Asia and the Pacific,1979
Opogona sacchari,Asia and the Pacific,1987
Opuntia aurantiaca,Asia and the Pacific,1908
Opuntia elatior,Asia and the Pacific,1963
Opuntia ficus-indica,Africa,1959
Opuntia ficus-indica,Asia and the Pacific,1645
Opuntia ficus-indica,Europe and Central Asia,1565
Opuntia humifusa,Asia and the Pacific,1982
Opuntia humifusa,Europe and Central Asia,1705
Opuntia leucotricha,Asia and the Pacific,2006
Opuntia microdasys,Asia and the Pacific,1845
Opuntia monacantha,Africa,1772
Opuntia monacantha,Asia and the Pacific,1625
Opuntia phaeacantha,Asia and the Pacific,2005
Opuntia puberula,Asia and the Pacific,1979
Opuntia spinulifera,Africa,1934
Opuntia streptacantha,Asia and the Pacific,1982
Opuntia stricta,Africa,1937
Opuntia stricta,Asia and the Pacific,1645
Opuntia tomentosa,Asia and the Pacific,1964
Oracella acuta,Asia and the Pacific,1988
Orchestes alni,Americas,2003
Oreochromis aureus,Americas,1964
Oreochromis aureus,Asia and the Pacific,1970
Oreochromis aureus,Europe and Central Asia,1979
Oreochromis mossambicus,Africa,1944
Oreochromis mossambicus,Americas,1923
Oreochromis mossambicus,Asia and the Pacific,1939
Oreochromis niloticus,Africa,1956
Oreochromis niloticus,Americas,1933
Oreochromis niloticus,Asia and the Pacific,1962
Oreochromis niloticus,Europe and Central Asia,1970
Oreochromis urolepis,Americas,1978
Ornithogalum nutans,Americas,1991
Ornithogalum umbellatum,Americas,1813
Ornithopus pinnatus,Americas,1953
Ornithopus sativus,Americas,1923
Orobanche minor,Americas,1891
Orobanche minor,Asia and the Pacific,1937
Orthodontium lineare,Europe and Central Asia,1964
Orthotomicus erosus,Americas,2004
Oryctolagus cuniculus,Africa,1450
Oryctolagus cuniculus,Americas,1750
Oryctolagus cuniculus,Asia and the Pacific,16
Oryctolagus cuniculus,Europe and Central Asia,-1000
Osmerus mordax,Americas,1912
Osmunda regalis,Asia and the Pacific,1890
Osphronemus goramy,Africa,1857
Osteopilus septentrionalis,Americas,1809
Osteospermum fruticosum,Asia and the Pacific,1963
Osteospermum moniliferum,Asia and the Pacific,1869
Ostrea edulis,Americas,1957
Otiorhynchus ovatus,Americas,1852
Otiorhynchus sulcatus,Americas,1831
Ottelia ovalifolia,Asia and the Pacific,1899
Ovachlamys fulgens,Americas,2002
Ovis ammon,Europe and Central Asia,1899
Ovis aries,Americas,1493
Ovis aries,Asia and the Pacific,1814
Ovis aries,Europe and Central Asia,1731
Oxalis articulata,Americas,1973
Oxalis articulata,Europe and Central Asia,1795
Oxalis corniculata,Americas,1800
Oxalis corniculata,Asia and the Pacific,1814
Oxalis corniculata,Europe and Central Asia,1852
Oxalis debilis,Asia and the Pacific,1817
Oxalis dillenii,Europe and Central Asia,1887
Oxalis latifolia,Africa,1937
Oxalis latifolia,Asia and the Pacific,1954
Oxalis pes-caprae,Americas,1902
Oxalis pes-caprae,Asia and the Pacific,1886
Oxalis pes-caprae,Europe and Central Asia,1785
Oxybasis glauca,Americas,1974
Oxybasis glauca,Asia and the Pacific,1897
Oxychilus draparnaudi,Europe and Central Asia,1870
Oxyura jamaicensis,Europe and Central Asia,1935
Pachycordyle michaeli,Europe and Central Asia,2002
Pachysandra terminalis,Americas,1948
Pacifastacus leniusculus,Asia and the Pacific,1909
Pacifastacus leniusculus,Europe and Central Asia,1939
Paguma larvata,Asia and the Pacific,19
Palaemon macrodactylus,Europe and Central Asia,1998
Panaphis juglandis,Europe and Central Asia,1917
Pandorea pandorana,Asia and the Pacific,1969
Panicum antidotale,Americas,1939
Panicum capillare,Americas,1854
Panicum capillare,Europe and Central Asia,1960
Panicum dichotomiflorum,Americas,1983
Panicum dichotomiflorum,Asia and the Pacific,1908
Panicum dichotomiflorum,Europe and Central Asia,1951
Panicum maximum,Asia and the Pacific,1908
Panicum miliaceum,Americas,1897
Panicum repens,Americas,1837
Panicum repens,Asia and the Pacific,1857
Panicum schinzii,Europe and Central Asia,1995
Pantherophis guttatus,Americas,1993
Papaver dubium,Americas,1922
Papaver dubium,Asia and the Pacific,1960
Papaver hybridum,Americas,1999
Papaver nudicaule,Europe and Central Asia,1884
Papaver rhoeas,Americas,1845
Paracheirodon innesi,Americas,1971
Parachromis managuensis,Americas,1958
Parachromis managuensis,Asia and the Pacific,1990
Paraglenea fortunei,Asia and the Pacific,1873
Paraleucilla magna,Europe and Central Asia,2001
Paraleyrodes bondari,Americas,2011
Paralithodes camtschaticus,Europe and Central Asia,1933
Paranais frici,Europe and Central Asia,1970
Paraphloeostiba gayndahensis,Europe and Central Asia,1988
Parapholis incurva,Americas,1940
Parasa lepida,Asia and the Pacific,1920
Parasaissetia nigra,Asia and the Pacific,1989
Paraserianthes lophantha,Africa,1833
Paraserianthes lophantha,Americas,1914
Paraserianthes lophantha,Asia and the Pacific,1869
Paratachardina pseudolobata,Americas,1992
Paratrechina longicornis,Americas,1911
Paratrechina longicornis,Asia and the Pacific,1920
Paratrechina longicornis,Europe and Central Asia,1880
Parectopa robiniella,Europe and Central Asia,1982
Parentucellia viscosa,Americas,1911
Parietaria judaica,Americas,1962
Parkinsonia aculeata,Africa,1858
Parkinsonia aculeata,Asia and the Pacific,1888
Parkinsonia aculeata,Europe and Central Asia,1760
Parthenium hysterophorus,Africa,1894
Parthenium hysterophorus,Asia and the Pacific,1926
Parthenocissus quinquefolia,Europe and Central Asia,1900
Parthenocissus vitacea,Europe and Central Asia,1909
Parthenolecanium fletcheri,Europe and Central Asia,1959
Parvocalanus crassirostris,Europe and Central Asia,2014
Paspalum conjugatum,Asia and the Pacific,1912
Paspalum dilatatum,Americas,1885
Paspalum dilatatum,Asia and the Pacific,1953
Paspalum dilatatum,Europe and Central Asia,1842
Paspalum distichum,Asia and the Pacific,1887
Paspalum distichum,Europe and Central Asia,1869
Paspalum urvillei,Americas,1909
Paspalum vaginatum,Asia and the Pacific,1841
Paspalum vaginatum,Europe and Central Asia,1880
Passer domesticus,Africa,1910
Passer domesticus,Americas,1820
Passiflora caerulea,Africa,1858
Passiflora caerulea,Asia and the Pacific,1950
Passiflora edulis,Africa,1858
Passiflora edulis,Asia and the Pacific,1897
Passiflora foetida,Asia and the Pacific,1861
Passiflora mixta,Asia and the Pacific,1966
Passiflora mollissima,Americas,1933
Passiflora suberosa,Africa,1858
Passiflora suberosa,Asia and the Pacific,1907
Passiflora subpeltata,Africa,1858
Passiflora tarminiana,Americas,1886
Passiflora tarminiana,Asia and the Pacific,1966
Passiflora tripartita,Asia and the Pacific,1947
Pastinaca sativa,Americas,1850
Pastinaca sativa,Europe and Central Asia,1861
Pavo cristatus,Asia and the Pacific,2009
Pectinophora gossypiella,Americas,1983
Pectinophora gossypiella,Asia and the Pacific,1940
Peganum harmala,Americas,1928
Pelodiscus sinensis,Asia and the Pacific,1909
Pelophylax bedriagae,Europe and Central Asia,1993
Pelophylax kurtmuelleri,Europe and Central Asia,1941
Pelophylax lessonae,Europe and Central Asia,1880
Pelophylax ridibundus,Europe and Central Asia,1884
Penaeus aztecus,Europe and Central Asia,2012
Penaeus japonicus,Africa,1924
Penaeus japonicus,Asia and the Pacific,1928
Penaeus japonicus,Europe and Central Asia,1930
Penaeus monodon,Africa,1984
Penaeus monodon,Americas,1976
Penaeus semisulcatus,Africa,1930
Penaeus semisulcatus,Europe and Central Asia,1948
Penaeus vannamei,Americas,1975
Penaeus vannamei,Asia and the Pacific,1980
Penilia avirostris,Europe and Central Asia,2001
Pentaglottis sempervirens,Americas,1974
Pentaglottis sempervirens,Europe and Central Asia,1724
Peperomia pellucida,Asia and the Pacific,20
Perca fluviatilis,Asia and the Pacific,1867
Perca fluviatilis,Europe and Central Asia,1300
Perccottus glenii,Europe and Central Asia,1910
Percnon gibbesi,Europe and Central Asia,1999
Pereskia aculeata,Africa,1858
Periphyllus lyropictus,Americas,1847
Periplaneta americana,Asia and the Pacific,1931
Periplaneta australasiae,Asia and the Pacific,1931
Periplaneta fuliginosa,Americas,1839
Periplaneta japonica,Americas,2012
Perna perna,Americas,1800
Perna viridis,Americas,1993
Persicaria capitata,Africa,1959
Persicaria capitata,Americas,1964
Persicaria filiformis,Europe and Central Asia,1935
Persicaria longiseta,Americas,2006
Persicaria maculosa,Americas,1879
Persicaria nepalensis,Europe and Central Asia,1921
Persicaria pensylvanica,Europe and Central Asia,1772
Persicaria virginiana,Europe and Central Asia,1772
Petasites albus,Europe and Central Asia,1843
Petasites hybridus,Europe and Central Asia,1677
Petasites pyrenaicus,Europe and Central Asia,1800
Pethia conchonius,Americas,1967
Petricolaria pholadiformis,Europe and Central Asia,1899
Petrolisthes elongatus,Asia and the Pacific,1899
Petrorhagia dubia,Americas,1927
Petrorhagia nanteuilii,Asia and the Pacific,1960
Phacochoerus africanus,Americas,2014
Phalacrocorax carbo,Europe and Central Asia,1855
Phalaris aquatica,Americas,1890
Phalaris arundinacea,Americas,1822
Phalaris arundinacea,Asia and the Pacific,1878
Phalaris canariensis,Americas,1719
Phalaris minor,Americas,1882
Phasianus colchicus,Americas,1957
Phasianus colchicus,Asia and the Pacific,1919
Phasianus colchicus,Europe and Central Asia,1054
Phedimus hybridus,Europe and Central Asia,1901
Phedimus spurius,Europe and Central Asia,1823
Pheidole megacephala,Africa,1894
Pheidole megacephala,Americas,1895
Pheidole megacephala,Asia and the Pacific,1902
Phelipanche mutelii,Asia and the Pacific,1977
Phenacoccus manihoti,Africa,1989
Phenacoccus solenopsis,Asia and the Pacific,2005
Phleum pratense,Americas,1665
Phleum pratense,Asia and the Pacific,1874
Phoracantha recurva,Americas,1995
Phoracantha semipunctata,Americas,1985
Phormium tenax,Americas,2010
Photinia floribunda,Europe and Central Asia,1888
Phragmites australis,Americas,1828
Phragmites australis,Asia and the Pacific,1864
Phthorimaea operculella,Asia and the Pacific,1937
Phthorimaea operculella,Europe and Central Asia,1981
Phyllobius oblongus,Americas,1923
Phyllocnistis citrella,Americas,1993
Phyllonorycter issikii,Europe and Central Asia,1985
Phyllonorycter robiniella,Europe and Central Asia,1992
Phyllorhiza punctata,Americas,2005
Phyllostachys aurea,Asia and the Pacific,1956
Phyllostachys edulis,Asia and the Pacific,1728
Physalis peruviana,Americas,1849
Physalis peruviana,Asia and the Pacific,1843
Physalis philadelphica,Asia and the Pacific,1939
Physalis viscosa,Americas,1928
Physella acuta,Europe and Central Asia,1845
Physocarpus opulifolius,Europe and Central Asia,1805
Phytolacca acinosa,Europe and Central Asia,1956
Phytolacca americana,Asia and the Pacific,1870
Phytolacca americana,Europe and Central Asia,1642
Phytolacca dioica,Africa,1858
Phytolacca icosandra,Asia and the Pacific,1867
Phytophthora cactorum,Europe and Central Asia,2002
Phytophthora cambivora,Europe and Central Asia,2003
Phytophthora cinnamomi,Americas,1850
Phytophthora cinnamomi,Asia and the Pacific,1930
Phytophthora gonapodyides,Europe and Central Asia,2015
Phytophthora lateralis,Americas,1923
Phytophthora plurivora,Europe and Central Asia,2010
Phytophthora quercina,Europe and Central Asia,2003
Phytophthora ramorum,Americas,1995
Phytophthora ramorum,Europe and Central Asia,1989
Pica pica,Asia and the Pacific,1590
Picea glauca,Europe and Central Asia,1987
Picea lutzii,Europe and Central Asia,1920
Picea sitchensis,Europe and Central Asia,1872
Pilea microphylla,Asia and the Pacific,1928
Pilosella aurantiaca,Americas,1871
Pilosella aurantiaca,Asia and the Pacific,1911
Pilosella aurantiaca aurantiaca,Europe and Central Asia,1843
Pilosella officinarum,Americas,1672
Pilosella officinarum,Asia and the Pacific,1878
Pimephales promelas,Europe and Central Asia,2007
Pinctada imbricata,Africa,1874
Pinctada imbricata,Europe and Central Asia,1899
Pineus boerneri,Americas,1939
Pineus strobi,Europe and Central Asia,1900
Pinus banksiana,Asia and the Pacific,1957
Pinus canariensis,Africa,1884
Pinus contorta,Americas,2010
Pinus contorta,Asia and the Pacific,1957
Pinus contorta,Europe and Central Asia,1600
Pinus elliottii,Africa,1919
Pinus elliottii,Americas,1948
Pinus glabra,Americas,1962
Pinus halepensis,Africa,1827
Pinus halepensis,Asia and the Pacific,1925
Pinus halepensis,Europe and Central Asia,1949
Pinus luchuensis,Asia and the Pacific,1899
Pinus mugo,Asia and the Pacific,1987
Pinus mugo,Europe and Central Asia,1850
Pinus muricata,Asia and the Pacific,1940
Pinus nigra,Europe and Central Asia,1905
Pinus patula,Africa,1907
Pinus patula,Asia and the Pacific,1957
Pinus pinaster,Africa,1689
Pinus pinaster,Americas,1944
Pinus pinaster,Asia and the Pacific,1830
Pinus pinaster,Europe and Central Asia,1850
Pinus pinea,Africa,1689
Pinus ponderosa,Asia and the Pacific,1925
Pinus radiata,Africa,1858
Pinus radiata,Americas,1885
Pinus radiata,Asia and the Pacific,1903
Pinus roxburghii,Africa,1858
Pinus strobus,Asia and the Pacific,1957
Pinus strobus,Europe and Central Asia,1790
Pinus sylvestris,Americas,1818
Pinus sylvestris,Asia and the Pacific,1919
Pinus sylvestris,Europe and Central Asia,1909
Pinus taeda,Africa,1899
Pinus taeda,Americas,1948
